"","DR_NO","DATE.OCC","TIME.OCC","AREA","AREA.NAME","Crm.Cd","Crm.Cd.Desc","Vict.Age","Vict.Sex","Vict.Descent","Premis.Cd","Premis.Desc","LAT","LON"
"9424",201819741,"10/29/2020 12:00:00 AM",2330,18,"Southeast",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,"X","X",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",33.9579,-118.2915
"9425",220811021,"06/17/2022 12:00:00 AM",1445,8,"West LA",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.0362,-118.3907
"9426",231106236,"02/28/2023 12:00:00 AM",1650,11,"Northeast",442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",0,"X","X",203,"OTHER BUSINESS",34.1053,-118.272
"9427",231714359,"08/22/2023 12:00:00 AM",1510,17,"Devonshire",343,"SHOPLIFTING-GRAND THEFT ($950.01 & OVER)",0,"X","X",727,"SHOPPING MALL (COMMON AREA)",34.244,-118.5583
"9428",210209009,"05/02/2021 12:00:00 AM",1550,2,"Rampart",330,"BURGLARY FROM VEHICLE",45,"F","K",101,"STREET",34.079,-118.2758
"9429",210813063,"08/20/2021 12:00:00 AM",1030,8,"West LA",930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",28,"M","W",102,"SIDEWALK",34.0498,-118.3801
"9430",210806425,"02/28/2021 12:00:00 AM",2100,8,"West LA",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",21,"M","V",122,"VEHICLE, PASSENGER/TRUCK",34.0536,-118.4416
"9431",211613674,"11/18/2021 12:00:00 AM",600,16,"Foothill",330,"BURGLARY FROM VEHICLE",41,"M","H",101,"STREET",34.2545,-118.2979
"9432",200618617,"11/29/2020 12:00:00 AM",1500,6,"Hollywood",210,"ROBBERY",0,"X","X",248,"CELL PHONE STORE",34.0888,-118.3124
"9433",241305080,"01/24/2024 12:00:00 AM",1113,13,"Newton",510,"VEHICLE - STOLEN",0,"","",101,"STREET",33.9986,-118.2632
"9434",200217520,"11/16/2020 12:00:00 AM",1800,2,"Rampart",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",34,"M","H",122,"VEHICLE, PASSENGER/TRUCK",34.0667,-118.2729
"9435",230607165,"03/13/2023 12:00:00 AM",2340,6,"Hollywood",946,"OTHER MISCELLANEOUS CRIME",34,"F","B",102,"SIDEWALK",34.0908,-118.3092
"9436",210716927,"12/02/2021 12:00:00 AM",1245,7,"Wilshire",354,"THEFT OF IDENTITY",30,"F","W",605,"AUTOMATED TELLER MACHINE (ATM)",34.0592,-118.3575
"9437",200209597,"04/29/2020 12:00:00 AM",1600,2,"Rampart",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",0,"","",101,"STREET",34.0699,-118.2823
"9438",200318760,"09/18/2020 12:00:00 AM",1141,3,"Southwest",668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0,"","",203,"OTHER BUSINESS",34.0272,-118.372
"9439",220615154,"08/17/2022 12:00:00 AM",1200,6,"Hollywood",745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",47,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0926,-118.3223
"9440",211108685,"05/17/2021 12:00:00 AM",1430,11,"Northeast",624,"BATTERY - SIMPLE ASSAULT",25,"M","H",101,"STREET",34.121,-118.2042
"9441",201110193,"01/01/2020 12:00:00 AM",700,11,"Northeast",930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",16,"F","H",501,"SINGLE FAMILY DWELLING",34.1184,-118.1908
"9442",211223219,"11/12/2021 12:00:00 AM",30,12,"77th Street",745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",42,"F","B",501,"SINGLE FAMILY DWELLING",33.9871,-118.2827
"9443",221008398,"04/25/2022 12:00:00 AM",1320,10,"West Valley",442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",0,"M","W",203,"OTHER BUSINESS",34.1701,-118.536
"9444",241105350,"01/07/2024 12:00:00 AM",1315,11,"Northeast",330,"BURGLARY FROM VEHICLE",24,"F","W",109,"PARK/PLAYGROUND",34.1321,-118.2796
"9445",230119966,"09/15/2023 12:00:00 AM",2300,1,"Central",624,"BATTERY - SIMPLE ASSAULT",53,"M","H",203,"OTHER BUSINESS",34.0417,-118.2584
"9446",221414083,"07/17/2022 12:00:00 AM",2200,14,"Pacific",310,"BURGLARY",35,"F","W",501,"SINGLE FAMILY DWELLING",33.9926,-118.4556
"9447",220717277,"12/03/2022 12:00:00 AM",615,7,"Wilshire",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",60,"M","W",101,"STREET",34.0871,-118.3441
"9448",201515149,"09/12/2020 12:00:00 AM",1430,15,"N Hollywood",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",0,"M","O",109,"PARK/PLAYGROUND",34.1831,-118.3998
"9449",230605385,"02/02/2023 12:00:00 AM",1140,6,"Hollywood",330,"BURGLARY FROM VEHICLE",33,"M","O",108,"PARKING LOT",34.0981,-118.3113
"9450",241207161,"02/23/2024 12:00:00 AM",1750,12,"77th Street",210,"ROBBERY",60,"M","H",101,"STREET",33.9921,-118.3108
"9451",231109577,"05/30/2023 12:00:00 AM",1700,11,"Northeast",932,"PEEPING TOM",26,"F","W",203,"OTHER BUSINESS",34.1468,-118.2723
"9452",230808624,"03/26/2023 12:00:00 AM",1242,8,"West LA",442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",0,"X","X",406,"OTHER STORE",34.0428,-118.4582
"9453",221820983,"11/22/2022 12:00:00 AM",45,18,"Southeast",236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",52,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",33.9446,-118.2762
"9454",231905879,"02/07/2023 12:00:00 AM",1200,19,"Mission",649,"DOCUMENT FORGERY / STOLEN FELONY",24,"M","A",501,"SINGLE FAMILY DWELLING",34.2389,-118.4449
"9455",201226330,"12/07/2020 12:00:00 AM",230,12,"77th Street",210,"ROBBERY",46,"M","H",101,"STREET",33.9756,-118.2827
"9456",210215262,"09/21/2021 12:00:00 AM",830,2,"Rampart",341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",41,"M","W",123,"PARKING UNDERGROUND/BUILDING",34.0687,-118.2672
"9457",230515207,"10/30/2023 12:00:00 AM",1,5,"Harbor",626,"INTIMATE PARTNER - SIMPLE ASSAULT",28,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",33.7178,-118.2975
"9458",230513719,"09/11/2023 12:00:00 AM",2015,5,"Harbor",745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",0,"X","X",124,"BUS STOP",33.7361,-118.2924
"9459",230615976,"10/02/2023 12:00:00 AM",620,6,"Hollywood",210,"ROBBERY",51,"M","H",101,"STREET",34.1016,-118.3267
"9460",221822411,"12/08/2022 12:00:00 AM",2000,18,"Southeast",440,"THEFT PLAIN - PETTY ($950 & UNDER)",34,"F","B",518,"TRANSITIONAL HOUSING/HALFWAY HOUSE",33.9373,-118.2916
"9461",230315624,"08/22/2023 12:00:00 AM",2230,3,"Southwest",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",51,"M","W",122,"VEHICLE, PASSENGER/TRUCK",34.0183,-118.3536
"9462",201420256,"11/12/2020 12:00:00 AM",1700,14,"Pacific",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",21,"M","W",123,"PARKING UNDERGROUND/BUILDING",33.9849,-118.4445
"9463",232007383,"03/24/2023 12:00:00 AM",2045,20,"Olympic",210,"ROBBERY",25,"M","H",102,"SIDEWALK",34.0711,-118.3116
"9464",221906771,"03/10/2022 12:00:00 AM",1050,19,"Mission",354,"THEFT OF IDENTITY",48,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.2176,-118.4688
"9465",212005645,"02/15/2021 12:00:00 AM",2345,20,"Olympic",320,"BURGLARY, ATTEMPTED",55,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0463,-118.3102
"9466",210517567,"11/22/2021 12:00:00 AM",1700,5,"Harbor",236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",28,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",33.7735,-118.2737
"9467",222010363,"05/26/2022 12:00:00 AM",1,20,"Olympic",440,"THEFT PLAIN - PETTY ($950 & UNDER)",53,"F","A",501,"SINGLE FAMILY DWELLING",34.0737,-118.3067
"9468",200605483,"02/01/2020 12:00:00 AM",112,6,"Hollywood",210,"ROBBERY",25,"M","H",101,"STREET",34.1016,-118.3361
"9469",201422194,"12/26/2020 12:00:00 AM",1000,14,"Pacific",522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",30,"M","W",707,"GARAGE/CARPORT",33.9946,-118.4641
"9470",231111324,"07/14/2023 12:00:00 AM",315,11,"Northeast",310,"BURGLARY",0,"X","X",203,"OTHER BUSINESS",34.0917,-118.2741
"9471",210108322,"04/03/2021 12:00:00 AM",920,1,"Central",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.0462,-118.2559
"9472",231417803,"09/25/2023 12:00:00 AM",1240,14,"Pacific",624,"BATTERY - SIMPLE ASSAULT",39,"M","W",101,"STREET",33.9999,-118.4694
"9473",200315698,"08/13/2020 12:00:00 AM",1010,3,"Southwest",442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",19,"X","X",203,"OTHER BUSINESS",34.0155,-118.3427
"9474",212113827,"09/10/2021 12:00:00 AM",905,21,"Topanga",440,"THEFT PLAIN - PETTY ($950 & UNDER)",35,"M","X",252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",34.1865,-118.6238
"9475",210917562,"12/11/2021 12:00:00 AM",1630,9,"Van Nuys",624,"BATTERY - SIMPLE ASSAULT",64,"M","W",710,"OTHER PREMISE",34.2085,-118.4698
"9476",241411929,"08/04/2024 12:00:00 AM",1118,14,"Pacific",440,"THEFT PLAIN - PETTY ($950 & UNDER)",38,"M","H",212,"TRANSPORTATION FACILITY (AIRPORT)",33.9455,-118.4001
"9477",230116396,"07/12/2023 12:00:00 AM",2215,1,"Central",330,"BURGLARY FROM VEHICLE",38,"M","H",108,"PARKING LOT",34.0531,-118.2478
"9478",200611302,"06/01/2020 12:00:00 AM",1800,6,"Hollywood",231,"ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER",0,"X","X",108,"PARKING LOT",34.098,-118.3223
"9479",231410995,"05/22/2023 12:00:00 AM",900,14,"Pacific",510,"VEHICLE - STOLEN",0,"","",108,"PARKING LOT",33.9619,-118.4455
"9480",200515497,"03/01/2020 12:00:00 AM",1200,5,"Harbor",956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",28,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",33.7574,-118.3013
"9481",210105278,"01/30/2021 12:00:00 AM",2020,1,"Central",761,"BRANDISH WEAPON",68,"F","B",101,"STREET",34.0435,-118.2471
"9482",220818671,"12/17/2022 12:00:00 AM",800,8,"West LA",310,"BURGLARY",53,"M","W",501,"SINGLE FAMILY DWELLING",34.0555,-118.4158
"9483",241405501,"02/03/2024 12:00:00 AM",2030,14,"Pacific",330,"BURGLARY FROM VEHICLE",34,"M","W",707,"GARAGE/CARPORT",34.0199,-118.4125
"9484",230114804,"06/25/2023 12:00:00 AM",1000,1,"Central",624,"BATTERY - SIMPLE ASSAULT",35,"M","W",101,"STREET",34.0452,-118.2533
"9485",200113866,"06/19/2020 12:00:00 AM",1400,1,"Central",330,"BURGLARY FROM VEHICLE",49,"M","B",707,"GARAGE/CARPORT",34.0465,-118.2488
"9486",211408521,"03/21/2021 12:00:00 AM",1400,14,"Pacific",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",55,"M","B",108,"PARKING LOT",33.9566,-118.4159
"9487",241212071,"05/27/2024 12:00:00 AM",1545,12,"77th Street",480,"BIKE - STOLEN",32,"F","W",801,"MTA BUS",33.9745,-118.3309
"9488",221717505,"10/14/2022 12:00:00 AM",600,17,"Devonshire",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",50,"M","H",241,"ENERGY PLANT/FACILITY",34.2818,-118.4728
"9489",240511240,"09/11/2024 12:00:00 AM",429,5,"Harbor",745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",52,"M","H",101,"STREET",33.8303,-118.3038
"9490",220318309,"10/11/2022 12:00:00 AM",2350,3,"Southwest",624,"BATTERY - SIMPLE ASSAULT",19,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0268,-118.2808
"9491",210816465,"11/11/2021 12:00:00 AM",2200,8,"West LA",310,"BURGLARY",39,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0358,-118.3783
"9492",221717873,"12/14/2022 12:00:00 AM",2020,17,"Devonshire",624,"BATTERY - SIMPLE ASSAULT",27,"F","H",101,"STREET",34.2756,-118.5701
"9493",230415533,"12/19/2023 12:00:00 AM",1000,4,"Hollenbeck",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",64,"M","H",501,"SINGLE FAMILY DWELLING",34.0562,-118.1985
"9494",220716308,"11/07/2022 12:00:00 AM",2017,7,"Wilshire",310,"BURGLARY",52,"M","W",501,"SINGLE FAMILY DWELLING",34.0707,-118.3274
"9495",241214634,"08/23/2024 12:00:00 AM",1235,12,"77th Street",354,"THEFT OF IDENTITY",25,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",33.9636,-118.2959
"9496",220612398,"06/03/2022 12:00:00 AM",1,6,"Hollywood",310,"BURGLARY",59,"M","O",501,"SINGLE FAMILY DWELLING",34.104,-118.3755
"9497",220406505,"03/10/2022 12:00:00 AM",2230,4,"Hollenbeck",341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",33,"M","H",101,"STREET",34.0329,-118.2059
"9498",201213946,"06/01/2020 12:00:00 AM",1200,12,"77th Street",745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",55,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",33.9628,-118.2717
"9499",201512433,"07/09/2020 12:00:00 AM",600,15,"N Hollywood",624,"BATTERY - SIMPLE ASSAULT",44,"F","H",121,"YARD (RESIDENTIAL/BUSINESS)",34.1849,-118.3834
"9500",241907342,"04/01/2024 12:00:00 AM",209,19,"Mission",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",35,"M","H",101,"STREET",34.2354,-118.4502
"9501",201105745,"02/08/2020 12:00:00 AM",20,11,"Northeast",860,"BATTERY WITH SEXUAL CONTACT",21,"F","F",101,"STREET",34.1111,-118.2979
"9502",221908904,"04/30/2022 12:00:00 AM",300,19,"Mission",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,"M","W",101,"STREET",34.2472,-118.4374
"9503",211905565,"02/14/2021 12:00:00 AM",2100,19,"Mission",624,"BATTERY - SIMPLE ASSAULT",38,"M","H",501,"SINGLE FAMILY DWELLING",34.2534,-118.4322
"9504",231713022,"07/19/2023 12:00:00 AM",200,17,"Devonshire",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.2354,-118.5361
"9505",200511207,"05/15/2020 12:00:00 AM",1600,5,"Harbor",341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",61,"M","H",501,"SINGLE FAMILY DWELLING",33.8201,-118.3015
"9506",232014019,"08/12/2023 12:00:00 AM",1600,20,"Olympic",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",56,"F","O",122,"VEHICLE, PASSENGER/TRUCK",34.0654,-118.2979
"9507",231225462,"12/22/2023 12:00:00 AM",2100,12,"77th Street",626,"INTIMATE PARTNER - SIMPLE ASSAULT",66,"F","B",501,"SINGLE FAMILY DWELLING",33.9773,-118.2892
"9508",201807913,"03/08/2020 12:00:00 AM",2350,18,"Southeast",330,"BURGLARY FROM VEHICLE",34,"F","B",101,"STREET",33.9305,-118.2335
"9509",220108988,"03/24/2022 12:00:00 AM",2100,1,"Central",330,"BURGLARY FROM VEHICLE",46,"M","W",108,"PARKING LOT",34.0487,-118.2588
"9510",241705753,"02/08/2024 12:00:00 AM",1900,17,"Devonshire",330,"BURGLARY FROM VEHICLE",37,"M","W",108,"PARKING LOT",34.2609,-118.5346
"9511",231815158,"08/13/2023 12:00:00 AM",2115,18,"Southeast",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",35,"F","H",402,"MARKET",33.9477,-118.231
"9512",211012557,"09/21/2021 12:00:00 AM",1500,10,"West Valley",343,"SHOPLIFTING-GRAND THEFT ($950.01 & OVER)",0,"M","W",406,"OTHER STORE",34.1707,-118.5407
"9513",202006973,"03/03/2020 12:00:00 AM",1027,20,"Olympic",440,"THEFT PLAIN - PETTY ($950 & UNDER)",48,"F","H",203,"OTHER BUSINESS",34.0385,-118.2878
"9514",221804594,"01/12/2022 12:00:00 AM",2015,18,"Southeast",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0,"M","H",101,"STREET",33.931,-118.2543
"9515",220305370,"01/31/2022 12:00:00 AM",2100,3,"Southwest",821,"SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH",44,"F","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0148,-118.3417
"9516",221514356,"08/30/2022 12:00:00 AM",940,15,"N Hollywood",330,"BURGLARY FROM VEHICLE",25,"F","W",108,"PARKING LOT",34.167,-118.3759
"9517",221504139,"01/04/2022 12:00:00 AM",1655,15,"N Hollywood",440,"THEFT PLAIN - PETTY ($950 & UNDER)",45,"M","W",501,"SINGLE FAMILY DWELLING",34.1921,-118.3943
"9518",221808186,"03/27/2022 12:00:00 AM",1630,18,"Southeast",946,"OTHER MISCELLANEOUS CRIME",18,"M","H",101,"STREET",33.9374,-118.2806
"9519",211313812,"05/03/2021 12:00:00 AM",1200,13,"Newton",354,"THEFT OF IDENTITY",51,"F","W",501,"SINGLE FAMILY DWELLING",34.0112,-118.2542
"9520",212006489,"01/17/2021 12:00:00 AM",935,20,"Olympic",354,"THEFT OF IDENTITY",32,"M","W",501,"SINGLE FAMILY DWELLING",34.073,-118.3146
"9521",240409805,"08/30/2024 12:00:00 AM",1410,4,"Hollenbeck",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.0623,-118.194
"9522",220711187,"07/03/2022 12:00:00 AM",1220,7,"Wilshire",626,"INTIMATE PARTNER - SIMPLE ASSAULT",59,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0501,-118.3241
"9523",230100668,"04/28/2023 12:00:00 AM",1600,1,"Central",520,"VEHICLE - ATTEMPT STOLEN",68,"F","W",108,"PARKING LOT",34.0383,-118.2327
"9524",200909549,"05/10/2020 12:00:00 AM",2225,9,"Van Nuys",210,"ROBBERY",51,"M","H",103,"ALLEY",34.2085,-118.4575
"9525",210410540,"07/09/2021 12:00:00 AM",755,4,"Hollenbeck",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",21,"F","H",968,"MTA - GOLD LINE - LINCOLN/CYPRESS",34.0798,-118.2185
"9526",201900827,"07/11/2020 12:00:00 AM",1330,19,"Mission",310,"BURGLARY",29,"M","H",222,"LAUNDROMAT",34.2271,-118.4503
"9527",210708624,"05/09/2021 12:00:00 AM",2100,7,"Wilshire",341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",62,"M","W",501,"SINGLE FAMILY DWELLING",34.0379,-118.3509
"9528",231708671,"04/21/2023 12:00:00 AM",1930,17,"Devonshire",886,"DISTURBING THE PEACE",63,"M","O",501,"SINGLE FAMILY DWELLING",34.2237,-118.484
"9529",221500877,"06/20/2022 12:00:00 AM",1800,15,"N Hollywood",310,"BURGLARY",27,"F","W",501,"SINGLE FAMILY DWELLING",34.1776,-118.3692
"9530",230708315,"04/09/2023 12:00:00 AM",1530,7,"Wilshire",330,"BURGLARY FROM VEHICLE",42,"F","H",415,"THE GROVE",34.0736,-118.3563
"9531",232112950,"04/04/2022 12:00:00 AM",1100,21,"Topanga",860,"BATTERY WITH SEXUAL CONTACT",33,"M","H",203,"OTHER BUSINESS",34.2011,-118.5772
"9532",210107377,"03/11/2021 12:00:00 AM",1500,1,"Central",330,"BURGLARY FROM VEHICLE",21,"M","W",108,"PARKING LOT",34.043,-118.2606
"9533",200513160,"08/19/2020 12:00:00 AM",1430,5,"Harbor",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",54,"F","W",301,"GAS STATION",33.8315,-118.3069
"9534",211111466,"08/02/2021 12:00:00 AM",1415,11,"Northeast",901,"VIOLATION OF RESTRAINING ORDER",69,"M","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,0
"9535",211611881,"07/25/2021 12:00:00 AM",1200,16,"Foothill",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",0,"","",101,"STREET",34.2685,-118.4152
"9536",220121912,"10/05/2022 12:00:00 AM",1700,1,"Central",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.0511,-118.2334
"9537",241904380,"01/10/2024 12:00:00 AM",2100,19,"Mission",330,"BURGLARY FROM VEHICLE",29,"M","H",122,"VEHICLE, PASSENGER/TRUCK",34.2325,-118.4276
"9538",221311078,"05/12/2022 12:00:00 AM",900,13,"Newton",626,"INTIMATE PARTNER - SIMPLE ASSAULT",37,"F","H",501,"SINGLE FAMILY DWELLING",34.0011,-118.2521
"9539",200712128,"05/19/2020 12:00:00 AM",645,7,"Wilshire",310,"BURGLARY",24,"F","W",221,"PUBLIC STORAGE",34.0372,-118.3744
"9540",220121734,"10/02/2022 12:00:00 AM",2200,1,"Central",946,"OTHER MISCELLANEOUS CRIME",41,"F","B",517,"MISSIONS/SHELTERS",34.0437,-118.2455
"9541",231016109,"11/17/2023 12:00:00 AM",1500,10,"West Valley",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.1975,-118.5502
"9542",221107293,"03/30/2022 12:00:00 AM",1240,11,"Northeast",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.1018,-118.2831
"9543",211308747,"04/21/2021 12:00:00 AM",1145,13,"Newton",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",80,"F","B",501,"SINGLE FAMILY DWELLING",34.0126,-118.278
"9544",210215348,"09/10/2021 12:00:00 AM",1700,2,"Rampart",330,"BURGLARY FROM VEHICLE",53,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0499,-118.2648
"9545",200909867,"05/18/2020 12:00:00 AM",1420,9,"Van Nuys",888,"TRESPASSING",59,"M","O",501,"SINGLE FAMILY DWELLING",34.1703,-118.4334
"9546",231608634,"05/28/2023 12:00:00 AM",400,16,"Foothill",236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",47,"F","H",501,"SINGLE FAMILY DWELLING",34.2602,-118.4012
"9547",221009914,"05/31/2022 12:00:00 AM",1800,10,"West Valley",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",0,"","",101,"STREET",34.2012,-118.5445
"9548",232007665,"04/01/2023 12:00:00 AM",1500,20,"Olympic",930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",36,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0559,-118.2842
"9549",211422245,"12/01/2021 12:00:00 AM",951,14,"Pacific",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",44,"F","H",108,"PARKING LOT",33.9598,-118.3862
"9550",201115592,"11/04/2020 12:00:00 AM",1500,11,"Northeast",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",37,"M","X",101,"STREET",34.0932,-118.2939
"9551",201000536,"01/29/2020 12:00:00 AM",2245,10,"West Valley",813,"CHILD ANNOYING (17YRS & UNDER)",6,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.2047,-118.5531
"9552",232107896,"04/14/2023 12:00:00 AM",1215,21,"Topanga",624,"BATTERY - SIMPLE ASSAULT",23,"M","W",717,"HEALTH SPA/GYM",34.1865,-118.5975
"9553",241305775,"02/08/2024 12:00:00 AM",1600,13,"Newton",510,"VEHICLE - STOLEN",0,"","",101,"STREET",33.993,-118.2456
"9554",240606933,"02/13/2024 12:00:00 AM",1525,6,"Hollywood",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.1006,-118.3417
"9555",211317161,"10/09/2021 12:00:00 AM",1625,13,"Newton",761,"BRANDISH WEAPON",55,"M","H",251,"RECYCLING CENTER",34.0309,-118.2448
"9556",232110038,"06/06/2023 12:00:00 AM",1656,21,"Topanga",442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",0,"M","W",404,"DEPARTMENT STORE",34.1938,-118.6044
"9557",232115295,"10/14/2023 12:00:00 AM",2000,21,"Topanga",440,"THEFT PLAIN - PETTY ($950 & UNDER)",41,"M","W",210,"RESTAURANT/FAST FOOD",34.1793,-118.6027
"9558",210507792,"04/09/2021 12:00:00 AM",1200,5,"Harbor",354,"THEFT OF IDENTITY",27,"M","H",501,"SINGLE FAMILY DWELLING",33.7635,-118.3009
"9559",211421346,"11/05/2021 12:00:00 AM",800,14,"Pacific",522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",36,"F","W",203,"OTHER BUSINESS",33.9959,-118.4775
"9560",230505217,"02/02/2023 12:00:00 AM",1710,5,"Harbor",210,"ROBBERY",0,"X","X",211,"PAWN SHOP",33.7365,-118.2923
"9561",230604377,"01/04/2023 12:00:00 AM",1540,6,"Hollywood",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,"X","X",254,"STUDIO (FILM/PHOTOGRAPHIC/MUSIC)",34.0962,-118.3223
"9562",201610468,"06/25/2020 12:00:00 AM",1650,16,"Foothill",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",52,"M","H",108,"PARKING LOT",34.2734,-118.4265
"9563",220818372,"12/16/2022 12:00:00 AM",2000,8,"West LA",901,"VIOLATION OF RESTRAINING ORDER",44,"M","W",501,"SINGLE FAMILY DWELLING",34.0314,-118.3988
"9564",201811347,"05/16/2020 12:00:00 AM",1700,18,"Southeast",510,"VEHICLE - STOLEN",0,"","",101,"STREET",33.941,-118.2541
"9565",240308513,"03/21/2024 12:00:00 AM",2140,3,"Southwest",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",26,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0246,-118.3061
"9566",221221768,"10/16/2022 12:00:00 AM",2215,12,"77th Street",623,"BATTERY POLICE (SIMPLE)",0,"X","X",108,"PARKING LOT",33.9708,-118.2783
"9567",201714465,"10/20/2020 12:00:00 AM",1900,17,"Devonshire",310,"BURGLARY",0,"X","X",210,"RESTAURANT/FAST FOOD",34.2719,-118.4831
"9568",230512498,"08/11/2023 12:00:00 AM",1700,5,"Harbor",510,"VEHICLE - STOLEN",0,"","",101,"STREET",33.7297,-118.2814
